,n_estimators,max_depth,learning_rate,min_child_weight,gamma,accuracy
144,25,20.0,0.1,1,0.0,0.5355392156862745
145,25,20.0,0.1,1,0.1,0.5245098039215687
146,25,20.0,0.1,1,0.2,0.5208333333333334
147,25,20.0,0.1,1,0.3,0.5208333333333334
148,25,20.0,0.1,2,0.0,0.5367647058823529
149,25,20.0,0.1,2,0.1,0.5306372549019608
150,25,20.0,0.1,2,0.2,0.5257352941176471
151,25,20.0,0.1,2,0.3,0.5208333333333334
152,25,20.0,0.1,3,0.0,0.5220588235294118
153,25,20.0,0.1,3,0.1,0.5257352941176471
154,25,20.0,0.1,3,0.2,0.5159313725490197
155,25,20.0,0.1,3,0.3,0.5245098039215687
156,25,20.0,0.1,4,0.0,0.5196078431372549
157,25,20.0,0.1,4,0.1,0.5134803921568627
158,25,20.0,0.1,4,0.2,0.5232843137254902
159,25,20.0,0.1,4,0.3,0.5183823529411765
160,25,20.0,0.2,1,0.0,0.5245098039215687
161,25,20.0,0.2,1,0.1,0.5159313725490197
162,25,20.0,0.2,1,0.2,0.5257352941176471
163,25,20.0,0.2,1,0.3,0.5318627450980392
164,25,20.0,0.2,2,0.0,0.5269607843137255
165,25,20.0,0.2,2,0.1,0.5294117647058824
166,25,20.0,0.2,2,0.2,0.5232843137254902
167,25,20.0,0.2,2,0.3,0.5257352941176471
168,25,20.0,0.2,3,0.0,0.5294117647058824
169,25,20.0,0.2,3,0.1,0.5220588235294118
170,25,20.0,0.2,3,0.2,0.5183823529411765
171,25,20.0,0.2,3,0.3,0.5355392156862745
172,25,20.0,0.2,4,0.0,0.5208333333333334
173,25,20.0,0.2,4,0.1,0.5036764705882353
174,25,20.0,0.2,4,0.2,0.5159313725490197
175,25,20.0,0.2,4,0.3,0.5404411764705882
176,25,20.0,0.3,1,0.0,0.5134803921568627
177,25,20.0,0.3,1,0.1,0.5220588235294118
178,25,20.0,0.3,1,0.2,0.5183823529411765
179,25,20.0,0.3,1,0.3,0.5232843137254902
180,25,20.0,0.3,2,0.0,0.5159313725490197
181,25,20.0,0.3,2,0.1,0.5220588235294118
182,25,20.0,0.3,2,0.2,0.5294117647058824
183,25,20.0,0.3,2,0.3,0.5159313725490197
184,25,20.0,0.3,3,0.0,0.5171568627450981
185,25,20.0,0.3,3,0.1,0.5122549019607843
186,25,20.0,0.3,3,0.2,0.5
187,25,20.0,0.3,3,0.3,0.5171568627450981
188,25,20.0,0.3,4,0.0,0.5318627450980392
189,25,20.0,0.3,4,0.1,0.5098039215686274
190,25,20.0,0.3,4,0.2,0.5147058823529411
191,25,20.0,0.3,4,0.3,0.5134803921568627
192,25,,0.01,1,0.0,0.5134803921568627
193,25,,0.01,1,0.1,0.5147058823529411
194,25,,0.01,1,0.2,0.5134803921568627
195,25,,0.01,1,0.3,0.5134803921568627
196,25,,0.01,2,0.0,0.5171568627450981
197,25,,0.01,2,0.1,0.5171568627450981
198,25,,0.01,2,0.2,0.5171568627450981
199,25,,0.01,2,0.3,0.5171568627450981
200,25,,0.01,3,0.0,0.5159313725490197
201,25,,0.01,3,0.1,0.5159313725490197
202,25,,0.01,3,0.2,0.5159313725490197
203,25,,0.01,3,0.3,0.5159313725490197
204,25,,0.01,4,0.0,0.5147058823529411
205,25,,0.01,4,0.1,0.5147058823529411
206,25,,0.01,4,0.2,0.5147058823529411
207,25,,0.01,4,0.3,0.5147058823529411
208,25,,0.1,1,0.0,0.49754901960784315
209,25,,0.1,1,0.1,0.4987745098039216
210,25,,0.1,1,0.2,0.5061274509803921
211,25,,0.1,1,0.3,0.5049019607843137
212,25,,0.1,2,0.0,0.5257352941176471
213,25,,0.1,2,0.1,0.5061274509803921
214,25,,0.1,2,0.2,0.5110294117647058
215,25,,0.1,2,0.3,0.5110294117647058
216,25,,0.1,3,0.0,0.5049019607843137
217,25,,0.1,3,0.1,0.5049019607843137
218,25,,0.1,3,0.2,0.5049019607843137
219,25,,0.1,3,0.3,0.5110294117647058
220,25,,0.1,4,0.0,0.5024509803921569
221,25,,0.1,4,0.1,0.5061274509803921
222,25,,0.1,4,0.2,0.4950980392156863
223,25,,0.1,4,0.3,0.5049019607843137
224,25,,0.2,1,0.0,0.5024509803921569
225,25,,0.2,1,0.1,0.5122549019607843
226,25,,0.2,1,0.2,0.5024509803921569
227,25,,0.2,1,0.3,0.4987745098039216
228,25,,0.2,2,0.0,0.5159313725490197
229,25,,0.2,2,0.1,0.4987745098039216
230,25,,0.2,2,0.2,0.5147058823529411
231,25,,0.2,2,0.3,0.5110294117647058
232,25,,0.2,3,0.0,0.5171568627450981
233,25,,0.2,3,0.1,0.5171568627450981
234,25,,0.2,3,0.2,0.5147058823529411
235,25,,0.2,3,0.3,0.5147058823529411
236,25,,0.2,4,0.0,0.5110294117647058
237,25,,0.2,4,0.1,0.5036764705882353
238,25,,0.2,4,0.2,0.5036764705882353
239,25,,0.2,4,0.3,0.5036764705882353
240,25,,0.3,1,0.0,0.49387254901960786
241,25,,0.3,1,0.1,0.5
242,25,,0.3,1,0.2,0.5208333333333334
243,25,,0.3,1,0.3,0.5208333333333334
244,25,,0.3,2,0.0,0.48284313725490197
245,25,,0.3,2,0.1,0.49019607843137253
246,25,,0.3,2,0.2,0.49754901960784315
247,25,,0.3,2,0.3,0.5171568627450981
248,25,,0.3,3,0.0,0.5098039215686274
249,25,,0.3,3,0.1,0.5196078431372549
250,25,,0.3,3,0.2,0.5147058823529411
251,25,,0.3,3,0.3,0.5147058823529411
252,25,,0.3,4,0.0,0.508578431372549
253,25,,0.3,4,0.1,0.49754901960784315
254,25,,0.3,4,0.2,0.5110294117647058
255,25,,0.3,4,0.3,0.5110294117647058
256,50,10.0,0.01,1,0.0,0.5122549019607843
257,50,10.0,0.01,1,0.1,0.5122549019607843
258,50,10.0,0.01,1,0.2,0.5098039215686274
259,50,10.0,0.01,1,0.3,0.5110294117647058
260,50,10.0,0.01,2,0.0,0.5061274509803921
261,50,10.0,0.01,2,0.1,0.5073529411764706
262,50,10.0,0.01,2,0.2,0.5061274509803921
263,50,10.0,0.01,2,0.3,0.5049019607843137
264,50,10.0,0.01,3,0.0,0.5024509803921569
265,50,10.0,0.01,3,0.1,0.508578431372549
266,50,10.0,0.01,3,0.2,0.5073529411764706
267,50,10.0,0.01,3,0.3,0.5012254901960784
268,50,10.0,0.01,4,0.0,0.5049019607843137
269,50,10.0,0.01,4,0.1,0.5110294117647058
270,50,10.0,0.01,4,0.2,0.5110294117647058
271,50,10.0,0.01,4,0.3,0.5073529411764706
272,50,10.0,0.1,1,0.0,0.5110294117647058
273,50,10.0,0.1,1,0.1,0.5367647058823529
274,50,10.0,0.1,1,0.2,0.5196078431372549
275,50,10.0,0.1,1,0.3,0.508578431372549
276,50,10.0,0.1,2,0.0,0.5171568627450981
277,50,10.0,0.1,2,0.1,0.5147058823529411
278,50,10.0,0.1,2,0.2,0.5098039215686274
279,50,10.0,0.1,2,0.3,0.5110294117647058
280,50,10.0,0.1,3,0.0,0.5183823529411765
281,50,10.0,0.1,3,0.1,0.5147058823529411
282,50,10.0,0.1,3,0.2,0.5159313725490197
283,50,10.0,0.1,3,0.3,0.5220588235294118
284,50,10.0,0.1,4,0.0,0.508578431372549
285,50,10.0,0.1,4,0.1,0.5171568627450981
286,50,10.0,0.1,4,0.2,0.5049019607843137
287,50,10.0,0.1,4,0.3,0.5
288,50,10.0,0.2,1,0.0,0.5110294117647058
289,50,10.0,0.2,1,0.1,0.5208333333333334
290,50,10.0,0.2,1,0.2,0.5073529411764706
291,50,10.0,0.2,1,0.3,0.5098039215686274
292,50,10.0,0.2,2,0.0,0.5183823529411765
293,50,10.0,0.2,2,0.1,0.5183823529411765
294,50,10.0,0.2,2,0.2,0.4987745098039216
295,50,10.0,0.2,2,0.3,0.508578431372549
296,50,10.0,0.2,3,0.0,0.5159313725490197
297,50,10.0,0.2,3,0.1,0.5147058823529411
298,50,10.0,0.2,3,0.2,0.5073529411764706
299,50,10.0,0.2,3,0.3,0.5232843137254902
300,50,10.0,0.2,4,0.0,0.5049019607843137
301,50,10.0,0.2,4,0.1,0.5073529411764706
302,50,10.0,0.2,4,0.2,0.5232843137254902
303,50,10.0,0.2,4,0.3,0.5
304,50,10.0,0.3,1,0.0,0.5012254901960784
305,50,10.0,0.3,1,0.1,0.508578431372549
306,50,10.0,0.3,1,0.2,0.5183823529411765
307,50,10.0,0.3,1,0.3,0.5147058823529411
308,50,10.0,0.3,2,0.0,0.5196078431372549
309,50,10.0,0.3,2,0.1,0.5134803921568627
310,50,10.0,0.3,2,0.2,0.5330882352941176
311,50,10.0,0.3,2,0.3,0.5110294117647058
312,50,10.0,0.3,3,0.0,0.5281862745098039
313,50,10.0,0.3,3,0.1,0.5404411764705882
314,50,10.0,0.3,3,0.2,0.5220588235294118
315,50,10.0,0.3,3,0.3,0.5147058823529411
316,50,10.0,0.3,4,0.0,0.5073529411764706
317,50,10.0,0.3,4,0.1,0.5196078431372549
318,50,10.0,0.3,4,0.2,0.5024509803921569
319,50,10.0,0.3,4,0.3,0.5012254901960784
320,50,15.0,0.01,1,0.0,0.5122549019607843
321,50,15.0,0.01,1,0.1,0.5110294117647058
322,50,15.0,0.01,1,0.2,0.5159313725490197
323,50,15.0,0.01,1,0.3,0.5196078431372549
324,50,15.0,0.01,2,0.0,0.5257352941176471
325,50,15.0,0.01,2,0.1,0.5208333333333334
326,50,15.0,0.01,2,0.2,0.5281862745098039
327,50,15.0,0.01,2,0.3,0.5294117647058824
328,50,15.0,0.01,3,0.0,0.5134803921568627
329,50,15.0,0.01,3,0.1,0.5110294117647058
330,50,15.0,0.01,3,0.2,0.508578431372549
331,50,15.0,0.01,3,0.3,0.5134803921568627
332,50,15.0,0.01,4,0.0,0.4877450980392157
333,50,15.0,0.01,4,0.1,0.4889705882352941
334,50,15.0,0.01,4,0.2,0.49264705882352944
335,50,15.0,0.01,4,0.3,0.4950980392156863
336,50,15.0,0.1,1,0.0,0.5281862745098039
337,50,15.0,0.1,1,0.1,0.5269607843137255
338,50,15.0,0.1,1,0.2,0.5171568627450981
339,50,15.0,0.1,1,0.3,0.5269607843137255
340,50,15.0,0.1,2,0.0,0.5294117647058824
341,50,15.0,0.1,2,0.1,0.5477941176470589
342,50,15.0,0.1,2,0.2,0.5147058823529411
343,50,15.0,0.1,2,0.3,0.5122549019607843
344,50,15.0,0.1,3,0.0,0.5208333333333334
345,50,15.0,0.1,3,0.1,0.5294117647058824
346,50,15.0,0.1,3,0.2,0.5269607843137255
347,50,15.0,0.1,3,0.3,0.5110294117647058
348,50,15.0,0.1,4,0.0,0.5159313725490197
349,50,15.0,0.1,4,0.1,0.5073529411764706
350,50,15.0,0.1,4,0.2,0.4963235294117647
351,50,15.0,0.1,4,0.3,0.49754901960784315
352,50,15.0,0.2,1,0.0,0.5232843137254902
353,50,15.0,0.2,1,0.1,0.5147058823529411
354,50,15.0,0.2,1,0.2,0.5232843137254902
355,50,15.0,0.2,1,0.3,0.5306372549019608
356,50,15.0,0.2,2,0.0,0.5073529411764706
357,50,15.0,0.2,2,0.1,0.5367647058823529
358,50,15.0,0.2,2,0.2,0.5294117647058824
359,50,15.0,0.2,2,0.3,0.5245098039215687
360,50,15.0,0.2,3,0.0,0.5196078431372549
361,50,15.0,0.2,3,0.1,0.508578431372549
362,50,15.0,0.2,3,0.2,0.508578431372549
363,50,15.0,0.2,3,0.3,0.508578431372549
364,50,15.0,0.2,4,0.0,0.5122549019607843
365,50,15.0,0.2,4,0.1,0.5208333333333334
366,50,15.0,0.2,4,0.2,0.5110294117647058
367,50,15.0,0.2,4,0.3,0.5183823529411765
368,50,15.0,0.3,1,0.0,0.5318627450980392
369,50,15.0,0.3,1,0.1,0.5134803921568627
370,50,15.0,0.3,1,0.2,0.5208333333333334
371,50,15.0,0.3,1,0.3,0.508578431372549
372,50,15.0,0.3,2,0.0,0.4987745098039216
373,50,15.0,0.3,2,0.1,0.5220588235294118
374,50,15.0,0.3,2,0.2,0.5073529411764706
375,50,15.0,0.3,2,0.3,0.5355392156862745
376,50,15.0,0.3,3,0.0,0.5122549019607843
377,50,15.0,0.3,3,0.1,0.5232843137254902
378,50,15.0,0.3,3,0.2,0.5343137254901961
379,50,15.0,0.3,3,0.3,0.5220588235294118
380,50,15.0,0.3,4,0.0,0.5024509803921569
381,50,15.0,0.3,4,0.1,0.5318627450980392
382,50,15.0,0.3,4,0.2,0.5122549019607843
383,50,15.0,0.3,4,0.3,0.5355392156862745
384,50,20.0,0.01,1,0.0,0.5147058823529411
385,50,20.0,0.01,1,0.1,0.5220588235294118
386,50,20.0,0.01,1,0.2,0.5294117647058824
387,50,20.0,0.01,1,0.3,0.5196078431372549
388,50,20.0,0.01,2,0.0,0.5306372549019608
389,50,20.0,0.01,2,0.1,0.5318627450980392
390,50,20.0,0.01,2,0.2,0.5416666666666666
391,50,20.0,0.01,2,0.3,0.5281862745098039
392,50,20.0,0.01,3,0.0,0.5183823529411765
393,50,20.0,0.01,3,0.1,0.5208333333333334
394,50,20.0,0.01,3,0.2,0.5134803921568627
395,50,20.0,0.01,3,0.3,0.5159313725490197
396,50,20.0,0.01,4,0.0,0.49754901960784315
397,50,20.0,0.01,4,0.1,0.5
398,50,20.0,0.01,4,0.2,0.4963235294117647
399,50,20.0,0.01,4,0.3,0.49387254901960786
400,50,20.0,0.1,1,0.0,0.5330882352941176
401,50,20.0,0.1,1,0.1,0.5049019607843137
402,50,20.0,0.1,1,0.2,0.5343137254901961
403,50,20.0,0.1,1,0.3,0.5294117647058824
404,50,20.0,0.1,2,0.0,0.5355392156862745
405,50,20.0,0.1,2,0.1,0.5147058823529411
406,50,20.0,0.1,2,0.2,0.5220588235294118
407,50,20.0,0.1,2,0.3,0.5245098039215687
408,50,20.0,0.1,3,0.0,0.5232843137254902
409,50,20.0,0.1,3,0.1,0.5147058823529411
410,50,20.0,0.1,3,0.2,0.5343137254901961
411,50,20.0,0.1,3,0.3,0.5318627450980392
412,50,20.0,0.1,4,0.0,0.5147058823529411
413,50,20.0,0.1,4,0.1,0.5122549019607843
414,50,20.0,0.1,4,0.2,0.5183823529411765
415,50,20.0,0.1,4,0.3,0.5159313725490197
416,50,20.0,0.2,1,0.0,0.5183823529411765
417,50,20.0,0.2,1,0.1,0.5220588235294118
418,50,20.0,0.2,1,0.2,0.5208333333333334
419,50,20.0,0.2,1,0.3,0.5379901960784313
420,50,20.0,0.2,2,0.0,0.5428921568627451
421,50,20.0,0.2,2,0.1,0.5281862745098039
422,50,20.0,0.2,2,0.2,0.5171568627450981
423,50,20.0,0.2,2,0.3,0.5171568627450981
424,50,20.0,0.2,3,0.0,0.5294117647058824
425,50,20.0,0.2,3,0.1,0.5330882352941176
426,50,20.0,0.2,3,0.2,0.5379901960784313
427,50,20.0,0.2,3,0.3,0.5355392156862745
428,50,20.0,0.2,4,0.0,0.5159313725490197
429,50,20.0,0.2,4,0.1,0.5073529411764706
430,50,20.0,0.2,4,0.2,0.5208333333333334
431,50,20.0,0.2,4,0.3,0.5318627450980392
432,50,20.0,0.3,1,0.0,0.5318627450980392
433,50,20.0,0.3,1,0.1,0.5122549019607843
434,50,20.0,0.3,1,0.2,0.5232843137254902
435,50,20.0,0.3,1,0.3,0.5453431372549019
436,50,20.0,0.3,2,0.0,0.5269607843137255
437,50,20.0,0.3,2,0.1,0.5208333333333334
438,50,20.0,0.3,2,0.2,0.5171568627450981
439,50,20.0,0.3,2,0.3,0.5318627450980392
440,50,20.0,0.3,3,0.0,0.5208333333333334
441,50,20.0,0.3,3,0.1,0.5147058823529411
442,50,20.0,0.3,3,0.2,0.5147058823529411
443,50,20.0,0.3,3,0.3,0.5183823529411765
444,50,20.0,0.3,4,0.0,0.5318627450980392
445,50,20.0,0.3,4,0.1,0.508578431372549
446,50,20.0,0.3,4,0.2,0.5220588235294118
447,50,20.0,0.3,4,0.3,0.5245098039215687
448,50,,0.01,1,0.0,0.5098039215686274
449,50,,0.01,1,0.1,0.5049019607843137
450,50,,0.01,1,0.2,0.5061274509803921
451,50,,0.01,1,0.3,0.508578431372549
452,50,,0.01,2,0.0,0.5036764705882353
453,50,,0.01,2,0.1,0.5049019607843137
454,50,,0.01,2,0.2,0.5012254901960784
455,50,,0.01,2,0.3,0.5049019607843137
456,50,,0.01,3,0.0,0.5134803921568627
457,50,,0.01,3,0.1,0.5122549019607843
458,50,,0.01,3,0.2,0.5122549019607843
459,50,,0.01,3,0.3,0.5134803921568627
460,50,,0.01,4,0.0,0.5061274509803921
461,50,,0.01,4,0.1,0.5061274509803921
462,50,,0.01,4,0.2,0.5073529411764706
463,50,,0.01,4,0.3,0.5061274509803921
464,50,,0.1,1,0.0,0.4987745098039216
465,50,,0.1,1,0.1,0.4963235294117647
466,50,,0.1,1,0.2,0.5024509803921569
467,50,,0.1,1,0.3,0.5061274509803921
468,50,,0.1,2,0.0,0.5183823529411765
469,50,,0.1,2,0.1,0.5134803921568627
470,50,,0.1,2,0.2,0.5134803921568627
471,50,,0.1,2,0.3,0.5
472,50,,0.1,3,0.0,0.5036764705882353
473,50,,0.1,3,0.1,0.5061274509803921
474,50,,0.1,3,0.2,0.5061274509803921
475,50,,0.1,3,0.3,0.5122549019607843
476,50,,0.1,4,0.0,0.5
477,50,,0.1,4,0.1,0.5
478,50,,0.1,4,0.2,0.4950980392156863
479,50,,0.1,4,0.3,0.5147058823529411
480,50,,0.2,1,0.0,0.5098039215686274
481,50,,0.2,1,0.1,0.5171568627450981
482,50,,0.2,1,0.2,0.5073529411764706
483,50,,0.2,1,0.3,0.5036764705882353
484,50,,0.2,2,0.0,0.5171568627450981
485,50,,0.2,2,0.1,0.5073529411764706
486,50,,0.2,2,0.2,0.5024509803921569
487,50,,0.2,2,0.3,0.5159313725490197
488,50,,0.2,3,0.0,0.5306372549019608
489,50,,0.2,3,0.1,0.5232843137254902
490,50,,0.2,3,0.2,0.5318627450980392
491,50,,0.2,3,0.3,0.5196078431372549
492,50,,0.2,4,0.0,0.5110294117647058
493,50,,0.2,4,0.1,0.5049019607843137
494,50,,0.2,4,0.2,0.4791666666666667
495,50,,0.2,4,0.3,0.4791666666666667
496,50,,0.3,1,0.0,0.5049019607843137
497,50,,0.3,1,0.1,0.5134803921568627
498,50,,0.3,1,0.2,0.5122549019607843
499,50,,0.3,1,0.3,0.5269607843137255
500,50,,0.3,2,0.0,0.5306372549019608
501,50,,0.3,2,0.1,0.5208333333333334
502,50,,0.3,2,0.2,0.5
503,50,,0.3,2,0.3,0.5073529411764706
504,50,,0.3,3,0.0,0.5147058823529411
505,50,,0.3,3,0.1,0.5196078431372549
506,50,,0.3,3,0.2,0.5245098039215687
507,50,,0.3,3,0.3,0.5171568627450981
508,50,,0.3,4,0.0,0.5110294117647058
509,50,,0.3,4,0.1,0.4840686274509804
510,50,,0.3,4,0.2,0.5036764705882353
511,50,,0.3,4,0.3,0.5110294117647058
512,100,10.0,0.01,1,0.0,0.49387254901960786
513,100,10.0,0.01,1,0.1,0.5
514,100,10.0,0.01,1,0.2,0.5036764705882353
515,100,10.0,0.01,1,0.3,0.49754901960784315
516,100,10.0,0.01,2,0.0,0.5196078431372549
517,100,10.0,0.01,2,0.1,0.5208333333333334
518,100,10.0,0.01,2,0.2,0.5134803921568627
519,100,10.0,0.01,2,0.3,0.5159313725490197
520,100,10.0,0.01,3,0.0,0.5159313725490197
521,100,10.0,0.01,3,0.1,0.5134803921568627
522,100,10.0,0.01,3,0.2,0.5196078431372549
523,100,10.0,0.01,3,0.3,0.5183823529411765
524,100,10.0,0.01,4,0.0,0.5049019607843137
525,100,10.0,0.01,4,0.1,0.5122549019607843
526,100,10.0,0.01,4,0.2,0.5098039215686274
527,100,10.0,0.01,4,0.3,0.5110294117647058
528,100,10.0,0.1,1,0.0,0.5073529411764706
529,100,10.0,0.1,1,0.1,0.5171568627450981
530,100,10.0,0.1,1,0.2,0.5134803921568627
531,100,10.0,0.1,1,0.3,0.5110294117647058
532,100,10.0,0.1,2,0.0,0.5306372549019608
